scene,ray_kind,ray_order,bvh_builder,width,height,max_leaf_triangles,timing_scope,sample_index,milliseconds
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,3,0.90931201
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,4,0.887808025
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,5,0.901120007
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,6,0.900991976
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,7,0.881663978
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,8,0.89497602
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,0,1.02592003
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,1,1.01478398
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,2,1.02502406
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,3,1.02784002
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,4,1.01888001
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,5,1.02604795
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,6,1.017856
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,7,1.01171196
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,8,1.01171196
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,0,0.174079999
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,1,0.158720002
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,2,0.161791995
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,3,0.163839996
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,4,0.164864004
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,5,0.163839996
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,6,0.160768002
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,7,0.163744003
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,8,0.163839996
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,0,0.229376003
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,1,0.232191995
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,2,0.234400004
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,3,0.226303995
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,4,0.226303995
